"Country","Month","Year","region","New_cases","New_deaths","Cumulative_cases","Cumulative_deaths"
"Viet Nam",1,2020,"East Asia & Pacific",2,0,2,0
"Wallis and Futuna",1,2020,"East Asia & Pacific",0,0,0,0
"American Samoa",2,2020,"East Asia & Pacific",0,0,0,0
"Australia",2,2020,"East Asia & Pacific",16,0,25,0
"Brunei Darussalam",2,2020,"East Asia & Pacific",0,0,0,0
"Cambodia",2,2020,"East Asia & Pacific",0,0,1,0
"China",2,2020,"East Asia & Pacific",69669,2625,79389,2838
"Cook Islands",2,2020,"East Asia & Pacific",0,0,0,0
"Democratic People's Republic of Korea",2,2020,"East Asia & Pacific",0,0,0,0
"Fiji",2,2020,"East Asia & Pacific",0,0,0,0
"French Polynesia",2,2020,"East Asia & Pacific",0,0,0,0
"Guam",2,2020,"East Asia & Pacific",0,0,0,0
"Indonesia",2,2020,"East Asia & Pacific",0,0,0,0
"Japan",2,2020,"East Asia & Pacific",218,5,230,5
"Kiribati",2,2020,"East Asia & Pacific",0,0,0,0
"Lao People's Democratic Republic",2,2020,"East Asia & Pacific",0,0,0,0
"Malaysia",2,2020,"East Asia & Pacific",17,0,25,0
"Marshall Islands",2,2020,"East Asia & Pacific",0,0,0,0
"Micronesia (Federated States of)",2,2020,"East Asia & Pacific",0,0,0,0
"Mongolia",2,2020,"East Asia & Pacific",0,0,0,0
"Myanmar",2,2020,"East Asia & Pacific",0,0,0,0
"Nauru",2,2020,"East Asia & Pacific",0,0,0,0
"New Caledonia",2,2020,"East Asia & Pacific",0,0,0,0
"New Zealand",2,2020,"East Asia & Pacific",1,0,1,0
"Niue",2,2020,"East Asia & Pacific",0,0,0,0
"Northern Mariana Islands (Commonwealth of the)",2,2020,"East Asia & Pacific",0,0,0,0
"Palau",2,2020,"East Asia & Pacific",0,0,0,0
"Papua New Guinea",2,2020,"East Asia & Pacific",0,0,0,0
"Philippines",2,2020,"East Asia & Pacific",2,1,3,1
"Pitcairn Islands",2,2020,"East Asia & Pacific",0,0,0,0
"Republic of Korea",2,2020,"East Asia & Pacific",2920,16,2931,16
"Samoa",2,2020,"East Asia & Pacific",0,0,0,0
"Singapore",2,2020,"East Asia & Pacific",85,0,98,0
"Solomon Islands",2,2020,"East Asia & Pacific",0,0,0,0
"Thailand",2,2020,"East Asia & Pacific",19,0,44,0
"Timor-Leste",2,2020,"East Asia & Pacific",0,0,0,0
"Tokelau",2,2020,"East Asia & Pacific",0,0,0,0
"Tonga",2,2020,"East Asia & Pacific",0,0,0,0
"Tuvalu",2,2020,"East Asia & Pacific",0,0,0,0
"Vanuatu",2,2020,"East Asia & Pacific",0,0,0,0
"Viet Nam",2,2020,"East Asia & Pacific",14,0,16,0
"Wallis and Futuna",2,2020,"East Asia & Pacific",0,0,0,0
"American Samoa",3,2020,"East Asia & Pacific",0,0,0,0
"Australia",3,2020,"East Asia & Pacific",4334,18,4359,18
"Brunei Darussalam",3,2020,"East Asia & Pacific",127,1,127,1
"Cambodia",3,2020,"East Asia & Pacific",106,0,107,0
"China",3,2020,"East Asia & Pacific",3156,476,82545,3314
"Cook Islands",3,2020,"East Asia & Pacific",0,0,0,0
"Democratic People's Republic of Korea",3,2020,"East Asia & Pacific",0,0,0,0
"Fiji",3,2020,"East Asia & Pacific",5,0,5,0
"French Polynesia",3,2020,"East Asia & Pacific",36,0,36,0
"Guam",3,2020,"East Asia & Pacific",58,1,58,1
"Indonesia",3,2020,"East Asia & Pacific",1528,136,1528,136
"Japan",3,2020,"East Asia & Pacific",1723,51,1953,56
"Kiribati",3,2020,"East Asia & Pacific",0,0,0,0
"Lao People's Democratic Republic",3,2020,"East Asia & Pacific",9,0,9,0
"Malaysia",3,2020,"East Asia & Pacific",2601,37,2626,37
"Marshall Islands",3,2020,"East Asia & Pacific",0,0,0,0
"Micronesia (Federated States of)",3,2020,"East Asia & Pacific",0,0,0,0
"Mongolia",3,2020,"East Asia & Pacific",12,0,12,0
"Myanmar",3,2020,"East Asia & Pacific",14,1,14,1
"Nauru",3,2020,"East Asia & Pacific",0,0,0,0
"New Caledonia",3,2020,"East Asia & Pacific",15,0,15,0
"New Zealand",3,2020,"East Asia & Pacific",599,1,600,1
"Niue",3,2020,"East Asia & Pacific",0,0,0,0
"Northern Mariana Islands (Commonwealth of the)",3,2020,"East Asia & Pacific",2,0,2,0
"Palau",3,2020,"East Asia & Pacific",0,0,0,0
"Papua New Guinea",3,2020,"East Asia & Pacific",1,0,1,0
"Philippines",3,2020,"East Asia & Pacific",1543,87,1546,88
"Pitcairn Islands",3,2020,"East Asia & Pacific",0,0,0,0
"Republic of Korea",3,2020,"East Asia & Pacific",6855,146,9786,162
"Samoa",3,2020,"East Asia & Pacific",0,0,0,0
"Singapore",3,2020,"East Asia & Pacific",781,3,879,3
"Solomon Islands",3,2020,"East Asia & Pacific",0,0,0,0
"Thailand",3,2020,"East Asia & Pacific",1609,10,1651,10
"Timor-Leste",3,2020,"East Asia & Pacific",1,0,1,0
"Tokelau",3,2020,"East Asia & Pacific",0,0,0,0
"Tonga",3,2020,"East Asia & Pacific",0,0,0,0
"Tuvalu",3,2020,"East Asia & Pacific",0,0,0,0
"Vanuatu",3,2020,"East Asia & Pacific",0,0,0,0
"Viet Nam",3,2020,"East Asia & Pacific",187,0,203,0
"Wallis and Futuna",3,2020,"East Asia & Pacific",0,0,0,0
"American Samoa",4,2020,"East Asia & Pacific",0,0,0,0
"Australia",4,2020,"East Asia & Pacific",2387,72,6746,90
"Brunei Darussalam",4,2020,"East Asia & Pacific",11,0,138,1
"Cambodia",4,2020,"East Asia & Pacific",15,0,122,0
"China",4,2020,"East Asia & Pacific",1828,1329,84373,4643
"Cook Islands",4,2020,"East Asia & Pacific",0,0,0,0
"Democratic People's Republic of Korea",4,2020,"East Asia & Pacific",0,0,0,0
"Fiji",4,2020,"East Asia & Pacific",13,0,18,0
"French Polynesia",4,2020,"East Asia & Pacific",22,0,58,0
"Guam",4,2020,"East Asia & Pacific",83,4,141,5
"Indonesia",4,2020,"East Asia & Pacific",8590,656,10118,792
"Japan",4,2020,"East Asia & Pacific",12135,359,14088,415
"Kiribati",4,2020,"East Asia & Pacific",0,0,0,0
"Lao People's Democratic Republic",4,2020,"East Asia & Pacific",10,0,19,0
"Malaysia",4,2020,"East Asia & Pacific",3319,63,5945,100
"Marshall Islands",4,2020,"East Asia & Pacific",0,0,0,0
"Micronesia (Federated States of)",4,2020,"East Asia & Pacific",0,0,0,0
"Mongolia",4,2020,"East Asia & Pacific",26,0,38,0
"Myanmar",4,2020,"East Asia & Pacific",136,5,150,6
"Nauru",4,2020,"East Asia & Pacific",0,0,0,0
"New Caledonia",4,2020,"East Asia & Pacific",3,0,18,0
"New Zealand",4,2020,"East Asia & Pacific",529,18,1129,19
"Niue",4,2020,"East Asia & Pacific",0,0,0,0
"Northern Mariana Islands (Commonwealth of the)",4,2020,"East Asia & Pacific",12,2,14,2
"Palau",4,2020,"East Asia & Pacific",0,0,0,0
"Papua New Guinea",4,2020,"East Asia & Pacific",7,0,8,0
"Philippines",4,2020,"East Asia & Pacific",6666,470,8212,558
"Pitcairn Islands",4,2020,"East Asia & Pacific",0,0,0,0
"Republic of Korea",4,2020,"East Asia & Pacific",979,85,10765,247
"Samoa",4,2020,"East Asia & Pacific",0,0,0,0
"Singapore",4,2020,"East Asia & Pacific",14762,11,15641,14
"Solomon Islands",4,2020,"East Asia & Pacific",0,0,0,0
"Thailand",4,2020,"East Asia & Pacific",1303,44,2954,54
"Timor-Leste",4,2020,"East Asia & Pacific",23,0,24,0
"Tokelau",4,2020,"East Asia & Pacific",0,0,0,0
"Tonga",4,2020,"East Asia & Pacific",0,0,0,0
"Tuvalu",4,2020,"East Asia & Pacific",0,0,0,0
"Vanuatu",4,2020,"East Asia & Pacific",0,0,0,0
"Viet Nam",4,2020,"East Asia & Pacific",67,0,270,0
"Wallis and Futuna",4,2020,"East Asia & Pacific",0,0,0,0
"American Samoa",5,2020,"East Asia & Pacific",0,0,0,0
"Australia",5,2020,"East Asia & Pacific",439,12,7185,102
"Brunei Darussalam",5,2020,"East Asia & Pacific",3,1,141,2
"Cambodia",5,2020,"East Asia & Pacific",3,0,125,0
"China",5,2020,"East Asia & Pacific",197,2,84570,4645
"Cook Islands",5,2020,"East Asia & Pacific",0,0,0,0
"Democratic People's Republic of Korea",5,2020,"East Asia & Pacific",0,0,0,0
"Fiji",5,2020,"East Asia & Pacific",0,0,18,0
"French Polynesia",5,2020,"East Asia & Pacific",2,0,60,0
"Guam",5,2020,"East Asia & Pacific",25,0,166,5
"Indonesia",5,2020,"East Asia & Pacific",16355,821,26473,1613
"Japan",5,2020,"East Asia & Pacific",2763,476,16851,891
"Kiribati",5,2020,"East Asia & Pacific",0,0,0,0
"Lao People's Democratic Republic",5,2020,"East Asia & Pacific",0,0,19,0
"Malaysia",5,2020,"East Asia & Pacific",1817,15,7762,115
"Marshall Islands",5,2020,"East Asia & Pacific",0,0,0,0
"Micronesia (Federated States of)",5,2020,"East Asia & Pacific",0,0,0,0
"Mongolia",5,2020,"East Asia & Pacific",141,0,179,0
"Myanmar",5,2020,"East Asia & Pacific",74,0,224,6
"Nauru",5,2020,"East Asia & Pacific",0,0,0,0
"New Caledonia",5,2020,"East Asia & Pacific",1,0,19,0
"New Zealand",5,2020,"East Asia & Pacific",25,3,1154,22
"Niue",5,2020,"East Asia & Pacific",0,0,0,0
"Northern Mariana Islands (Commonwealth of the)",5,2020,"East Asia & Pacific",8,0,22,2
"Palau",5,2020,"East Asia & Pacific",0,0,0,0
"Papua New Guinea",5,2020,"East Asia & Pacific",0,0,8,0
"Philippines",5,2020,"East Asia & Pacific",9012,392,17224,950
"Pitcairn Islands",5,2020,"East Asia & Pacific",0,0,0,0
"Republic of Korea",5,2020,"East Asia & Pacific",703,23,11468,270
"Samoa",5,2020,"East Asia & Pacific",0,0,0,0
"Singapore",5,2020,"East Asia & Pacific",18725,9,34366,23
"Solomon Islands",5,2020,"East Asia & Pacific",0,0,0,0
"Thailand",5,2020,"East Asia & Pacific",127,3,3081,57
"Timor-Leste",5,2020,"East Asia & Pacific",0,0,24,0
"Tokelau",5,2020,"East Asia & Pacific",0,0,0,0
"Tonga",5,2020,"East Asia & Pacific",0,0,0,0
"Tuvalu",5,2020,"East Asia & Pacific",0,0,0,0
"Vanuatu",5,2020,"East Asia & Pacific",0,0,0,0
"Viet Nam",5,2020,"East Asia & Pacific",58,0,328,0
"Wallis and Futuna",5,2020,"East Asia & Pacific",0,0,0,0
"American Samoa",6,2020,"East Asia & Pacific",0,0,0,0
"Australia",6,2020,"East Asia & Pacific",582,2,7767,104
"Brunei Darussalam",6,2020,"East Asia & Pacific",0,1,141,3
"Cambodia",6,2020,"East Asia & Pacific",16,0,141,0
"China",6,2020,"East Asia & Pacific",657,3,85227,4648
"Cook Islands",6,2020,"East Asia & Pacific",0,0,0,0
"Democratic People's Republic of Korea",6,2020,"East Asia & Pacific",0,0,0,0
"Fiji",6,2020,"East Asia & Pacific",0,0,18,0
"French Polynesia",6,2020,"East Asia & Pacific",2,0,62,0
"Guam",6,2020,"East Asia & Pacific",81,0,247,5
"Indonesia",6,2020,"East Asia & Pacific",29912,1263,56385,2876
"Japan",6,2020,"East Asia & Pacific",1742,83,18593,974
"Kiribati",6,2020,"East Asia & Pacific",0,0,0,0
"Lao People's Democratic Republic",6,2020,"East Asia & Pacific",0,0,19,0
"Malaysia",6,2020,"East Asia & Pacific",875,6,8637,121
"Marshall Islands",6,2020,"East Asia & Pacific",0,0,0,0
"Micronesia (Federated States of)",6,2020,"East Asia & Pacific",0,0,0,0
"Mongolia",6,2020,"East Asia & Pacific",41,0,220,0
"Myanmar",6,2020,"East Asia & Pacific",75,0,299,6
"Nauru",6,2020,"East Asia & Pacific",0,0,0,0
"New Caledonia",6,2020,"East Asia & Pacific",2,0,21,0
"New Zealand",6,2020,"East Asia & Pacific",24,0,1178,22
"Niue",6,2020,"East Asia & Pacific",0,0,0,0
"Northern Mariana Islands (Commonwealth of the)",6,2020,"East Asia & Pacific",8,0,30,2
"Palau",6,2020,"East Asia & Pacific",0,0,0,0
"Papua New Guinea",6,2020,"East Asia & Pacific",3,0,11,0
"Philippines",6,2020,"East Asia & Pacific",19214,305,36438,1255
"Pitcairn Islands",6,2020,"East Asia & Pacific",0,0,0,0
"Republic of Korea",6,2020,"East Asia & Pacific",1331,12,12799,282
"Samoa",6,2020,"East Asia & Pacific",0,0,0,0
"Singapore",6,2020,"East Asia & Pacific",9295,3,43661,26
"Solomon Islands",6,2020,"East Asia & Pacific",0,0,0,0
"Thailand",6,2020,"East Asia & Pacific",90,1,3171,58
"Timor-Leste",6,2020,"East Asia & Pacific",0,0,24,0
"Tokelau",6,2020,"East Asia & Pacific",0,0,0,0
"Tonga",6,2020,"East Asia & Pacific",0,0,0,0
"Tuvalu",6,2020,"East Asia & Pacific",0,0,0,0
"Vanuatu",6,2020,"East Asia & Pacific",0,0,0,0
"Viet Nam",6,2020,"East Asia & Pacific",27,0,355,0
"Wallis and Futuna",6,2020,"East Asia & Pacific",0,0,0,0
"American Samoa",7,2020,"East Asia & Pacific",0,0,0,0
"Australia",7,2020,"East Asia & Pacific",8536,85,16303,189
"Brunei Darussalam",7,2020,"East Asia & Pacific",0,0,141,3
"Cambodia",7,2020,"East Asia & Pacific",93,0,234,0
"China",7,2020,"East Asia & Pacific",2729,18,87956,4666
"Cook Islands",7,2020,"East Asia & Pacific",0,0,0,0
"Democratic People's Republic of Korea",7,2020,"East Asia & Pacific",0,0,0,0
"Fiji",7,2020,"East Asia & Pacific",9,0,27,0
"French Polynesia",7,2020,"East Asia & Pacific",0,0,62,0
"Guam",7,2020,"East Asia & Pacific",101,0,348,5
"Indonesia",7,2020,"East Asia & Pacific",51991,2255,108376,5131
"Japan",7,2020,"East Asia & Pacific",15779,32,34372,1006
"Kiribati",7,2020,"East Asia & Pacific",0,0,0,0
"Lao People's Democratic Republic",7,2020,"East Asia & Pacific",1,0,20,0
"Malaysia",7,2020,"East Asia & Pacific",327,3,8964,124
"Marshall Islands",7,2020,"East Asia & Pacific",0,0,0,0
"Micronesia (Federated States of)",7,2020,"East Asia & Pacific",0,0,0,0
"Mongolia",7,2020,"East Asia & Pacific",71,0,291,0
"Myanmar",7,2020,"East Asia & Pacific",54,0,353,6
"Nauru",7,2020,"East Asia & Pacific",0,0,0,0
"New Caledonia",7,2020,"East Asia & Pacific",1,0,22,0
"New Zealand",7,2020,"East Asia & Pacific",32,0,1210,22
"Niue",7,2020,"East Asia & Pacific",0,0,0,0
"Northern Mariana Islands (Commonwealth of the)",7,2020,"East Asia & Pacific",12,0,42,2
"Palau",7,2020,"East Asia & Pacific",0,0,0,0
"Papua New Guinea",7,2020,"East Asia & Pacific",52,2,63,2
"Philippines",7,2020,"East Asia & Pacific",52853,728,89291,1983
"Pitcairn Islands",7,2020,"East Asia & Pacific",0,0,0,0
"Republic of Korea",7,2020,"East Asia & Pacific",1506,19,14305,301
"Samoa",7,2020,"East Asia & Pacific",0,0,0,0
"Singapore",7,2020,"East Asia & Pacific",8148,1,51809,27
"Solomon Islands",7,2020,"East Asia & Pacific",0,0,0,0
"Thailand",7,2020,"East Asia & Pacific",139,0,3310,58
"Timor-Leste",7,2020,"East Asia & Pacific",0,0,24,0
"Tokelau",7,2020,"East Asia & Pacific",0,0,0,0
"Tonga",7,2020,"East Asia & Pacific",0,0,0,0
"Tuvalu",7,2020,"East Asia & Pacific",0,0,0,0
"Vanuatu",7,2020,"East Asia & Pacific",0,0,0,0
"Viet Nam",7,2020,"East Asia & Pacific",154,0,509,0
"Wallis and Futuna",7,2020,"East Asia & Pacific",0,0,0,0
"American Samoa",8,2020,"East Asia & Pacific",0,0,0,0
"Australia",8,2020,"East Asia & Pacific",9367,422,25670,611
"Brunei Darussalam",8,2020,"East Asia & Pacific",3,0,144,3
"Cambodia",8,2020,"East Asia & Pacific",40,0,274,0
"China",8,2020,"East Asia & Pacific",2427,63,90383,4729
"Cook Islands",8,2020,"East Asia & Pacific",0,0,0,0
"Democratic People's Republic of Korea",8,2020,"East Asia & Pacific",0,0,0,0
"Fiji",8,2020,"East Asia & Pacific",1,2,28,2
"French Polynesia",8,2020,"East Asia & Pacific",465,0,527,0
"Guam",8,2020,"East Asia & Pacific",991,5,1339,10
"Indonesia",8,2020,"East Asia & Pacific",66420,2286,174796,7417
"Japan",8,2020,"East Asia & Pacific",33493,273,67865,1279
"Kiribati",8,2020,"East Asia & Pacific",0,0,0,0
"Lao People's Democratic Republic",8,2020,"East Asia & Pacific",2,0,22,0
"Malaysia",8,2020,"East Asia & Pacific",370,2,9334,126
"Marshall Islands",8,2020,"East Asia & Pacific",0,0,0,0
"Micronesia (Federated States of)",8,2020,"East Asia & Pacific",0,0,0,0
"Mongolia",8,2020,"East Asia & Pacific",10,0,301,0
"Myanmar",8,2020,"East Asia & Pacific",529,0,882,6
"Nauru",8,2020,"East Asia & Pacific",0,0,0,0
"New Caledonia",8,2020,"East Asia & Pacific",1,0,23,0
"New Zealand",8,2020,"East Asia & Pacific",177,0,1387,22
"Niue",8,2020,"East Asia & Pacific",0,0,0,0
"Northern Mariana Islands (Commonwealth of the)",8,2020,"East Asia & Pacific",14,0,56,2
"Palau",8,2020,"East Asia & Pacific",0,0,0,0
"Papua New Guinea",8,2020,"East Asia & Pacific",396,3,459,5
"Philippines",8,2020,"East Asia & Pacific",128086,1537,217377,3520
"Pitcairn Islands",8,2020,"East Asia & Pacific",0,0,0,0
"Republic of Korea",8,2020,"East Asia & Pacific",5642,23,19947,324
"Samoa",8,2020,"East Asia & Pacific",0,0,0,0
"Singapore",8,2020,"East Asia & Pacific",4962,0,56771,27
"Solomon Islands",8,2020,"East Asia & Pacific",0,0,0,0
"Thailand",8,2020,"East Asia & Pacific",102,0,3412,58
"Timor-Leste",8,2020,"East Asia & Pacific",3,0,27,0
"Tokelau",8,2020,"East Asia & Pacific",0,0,0,0
"Tonga",8,2020,"East Asia & Pacific",0,0,0,0
"Tuvalu",8,2020,"East Asia & Pacific",0,0,0,0
"Vanuatu",8,2020,"East Asia & Pacific",0,0,0,0
"Viet Nam",8,2020,"East Asia & Pacific",531,32,1040,32
"Wallis and Futuna",8,2020,"East Asia & Pacific",0,0,0,0
"American Samoa",9,2020,"East Asia & Pacific",0,0,0,0
"Australia",9,2020,"East Asia & Pacific",1393,271,27063,882
"Brunei Darussalam",9,2020,"East Asia & Pacific",2,0,146,3
"Cambodia",9,2020,"East Asia & Pacific",3,0,277,0
"China",9,2020,"East Asia & Pacific",658,17,91041,4746
"Cook Islands",9,2020,"East Asia & Pacific",0,0,0,0
"Democratic People's Republic of Korea",9,2020,"East Asia & Pacific",0,0,0,0
"Fiji",9,2020,"East Asia & Pacific",4,0,32,2
"French Polynesia",9,2020,"East Asia & Pacific",1201,7,1728,7
"Guam",9,2020,"East Asia & Pacific",1104,37,2443,47
"Indonesia",9,2020,"East Asia & Pacific",112212,3323,287008,10740
"Japan",9,2020,"East Asia & Pacific",15145,285,83010,1564
"Kiribati",9,2020,"East Asia & Pacific",0,0,0,0
"Lao People's Democratic Republic",9,2020,"East Asia & Pacific",1,0,23,0
"Malaysia",9,2020,"East Asia & Pacific",1801,8,11135,134
"Marshall Islands",9,2020,"East Asia & Pacific",0,0,0,0
"Micronesia (Federated States of)",9,2020,"East Asia & Pacific",0,0,0,0
"Mongolia",9,2020,"East Asia & Pacific",12,0,313,0
"Myanmar",9,2020,"East Asia & Pacific",11543,278,12425,284
"Nauru",9,2020,"East Asia & Pacific",0,0,0,0
"New Caledonia",9,2020,"East Asia & Pacific",4,0,27,0
"New Zealand",9,2020,"East Asia & Pacific",93,3,1480,25
"Niue",9,2020,"East Asia & Pacific",0,0,0,0
"Northern Mariana Islands (Commonwealth of the)",9,2020,"East Asia & Pacific",14,0,70,2
"Palau",9,2020,"East Asia & Pacific",0,0,0,0
"Papua New Guinea",9,2020,"East Asia & Pacific",75,2,534,7
"Philippines",9,2020,"East Asia & Pacific",91891,1928,309268,5448
"Pitcairn Islands",9,2020,"East Asia & Pacific",0,0,0,0
"Republic of Korea",9,2020,"East Asia & Pacific",3865,89,23812,413
"Samoa",9,2020,"East Asia & Pacific",0,0,0,0
"Singapore",9,2020,"East Asia & Pacific",971,0,57742,27
"Solomon Islands",9,2020,"East Asia & Pacific",0,0,0,0
"Thailand",9,2020,"East Asia & Pacific",152,1,3564,59
"Timor-Leste",9,2020,"East Asia & Pacific",1,0,28,0
"Tokelau",9,2020,"East Asia & Pacific",0,0,0,0
"Tonga",9,2020,"East Asia & Pacific",0,0,0,0
"Tuvalu",9,2020,"East Asia & Pacific",0,0,0,0
"Vanuatu",9,2020,"East Asia & Pacific",0,0,0,0
"Viet Nam",9,2020,"East Asia & Pacific",54,3,1094,35
"Wallis and Futuna",9,2020,"East Asia & Pacific",0,0,0,0
"American Samoa",10,2020,"East Asia & Pacific",0,0,0,0
"Australia",10,2020,"East Asia & Pacific",519,25,27582,907
"Brunei Darussalam",10,2020,"East Asia & Pacific",2,0,148,3
"Cambodia",10,2020,"East Asia & Pacific",14,0,291,0
"China",10,2020,"East Asia & Pacific",852,0,91893,4746
"Cook Islands",10,2020,"East Asia & Pacific",0,0,0,0
"Democratic People's Republic of Korea",10,2020,"East Asia & Pacific",0,0,0,0
"Fiji",10,2020,"East Asia & Pacific",2,0,34,2
"French Polynesia",10,2020,"East Asia & Pacific",5534,22,7262,29
"Guam",10,2020,"East Asia & Pacific",2136,32,4579,79
"Indonesia",10,2020,"East Asia & Pacific",123080,3129,410088,13869
"Japan",10,2020,"East Asia & Pacific",17382,191,100392,1755
"Kiribati",10,2020,"East Asia & Pacific",0,0,0,0
"Lao People's Democratic Republic",10,2020,"East Asia & Pacific",1,0,24,0
"Malaysia",10,2020,"East Asia & Pacific",19754,115,30889,249
"Marshall Islands",10,2020,"East Asia & Pacific",1,0,1,0
"Micronesia (Federated States of)",10,2020,"East Asia & Pacific",0,0,0,0
"Mongolia",10,2020,"East Asia & Pacific",27,0,340,0
"Myanmar",10,2020,"East Asia & Pacific",39071,935,51496,1219
"Nauru",10,2020,"East Asia & Pacific",0,0,0,0
"New Caledonia",10,2020,"East Asia & Pacific",1,0,28,0
"New Zealand",10,2020,"East Asia & Pacific",121,0,1601,25
"Niue",10,2020,"East Asia & Pacific",0,0,0,0
"Northern Mariana Islands (Commonwealth of the)",10,2020,"East Asia & Pacific",22,0,92,2
"Palau",10,2020,"East Asia & Pacific",0,0,0,0
"Papua New Guinea",10,2020,"East Asia & Pacific",55,0,589,7
"Philippines",10,2020,"East Asia & Pacific",69658,1737,378926,7185
"Pitcairn Islands",10,2020,"East Asia & Pacific",0,0,0,0
"Republic of Korea",10,2020,"East Asia & Pacific",2699,51,26511,464
"Samoa",10,2020,"East Asia & Pacific",0,0,0,0
"Singapore",10,2020,"East Asia & Pacific",261,1,58003,28
"Solomon Islands",10,2020,"East Asia & Pacific",8,0,8,0
"Thailand",10,2020,"East Asia & Pacific",216,0,3780,59
"Timor-Leste",10,2020,"East Asia & Pacific",2,0,30,0
"Tokelau",10,2020,"East Asia & Pacific",0,0,0,0
"Tonga",10,2020,"East Asia & Pacific",0,0,0,0
"Tuvalu",10,2020,"East Asia & Pacific",0,0,0,0
"Vanuatu",10,2020,"East Asia & Pacific",0,0,0,0
"Viet Nam",10,2020,"East Asia & Pacific",83,0,1177,35
"Wallis and Futuna",10,2020,"East Asia & Pacific",1,0,1,0
"American Samoa",11,2020,"East Asia & Pacific",0,0,0,0
"Australia",11,2020,"East Asia & Pacific",311,0,27893,907
"Brunei Darussalam",11,2020,"East Asia & Pacific",2,0,150,3
"Cambodia",11,2020,"East Asia & Pacific",32,0,323,0
"China",11,2020,"East Asia & Pacific",1572,4,93465,4750
"Cook Islands",11,2020,"East Asia & Pacific",0,0,0,0
"Democratic People's Republic of Korea",11,2020,"East Asia & Pacific",0,0,0,0
"Fiji",11,2020,"East Asia & Pacific",4,0,38,2
"French Polynesia",11,2020,"East Asia & Pacific",6834,44,14096,73
"Guam",11,2020,"East Asia & Pacific",2112,33,6691,112
"Indonesia",11,2020,"East Asia & Pacific",128795,3076,538883,16945
"Japan",11,2020,"East Asia & Pacific",46368,364,146760,2119
"Kiribati",11,2020,"East Asia & Pacific",0,0,0,0
"Lao People's Democratic Republic",11,2020,"East Asia & Pacific",15,0,39,0
"Malaysia",11,2020,"East Asia & Pacific",33596,108,64485,357
"Marshall Islands",11,2020,"East Asia & Pacific",3,0,4,0
"Micronesia (Federated States of)",11,2020,"East Asia & Pacific",0,0,0,0
"Mongolia",11,2020,"East Asia & Pacific",444,0,784,0
"Myanmar",11,2020,"East Asia & Pacific",37990,699,89486,1918
"Nauru",11,2020,"East Asia & Pacific",0,0,0,0
"New Caledonia",11,2020,"East Asia & Pacific",4,0,32,0
"New Zealand",11,2020,"East Asia & Pacific",100,0,1701,25
"Niue",11,2020,"East Asia & Pacific",0,0,0,0
"Northern Mariana Islands (Commonwealth of the)",11,2020,"East Asia & Pacific",13,0,105,2
"Palau",11,2020,"East Asia & Pacific",0,0,0,0
"Papua New Guinea",11,2020,"East Asia & Pacific",66,0,655,7
